ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Floor_Ratio,School_Density_Score,Infra_Score,Amenity_Score,RERA_Ready,Future_Price_5Y,Good_Investment,State_enc,City_enc,Locality_enc,Property_Type_enc,Furnished_Status_enc,Facing_enc,Owner_Type_enc,Availability_Status_enc,Security_enc,Amenities_enc
871,Maharashtra,Nagpur,Whitefield,Apartment,3,1349,101.42,7518.16,1999,Unfurnished,4.0,12,25,4.0,7,7,3,Guard,All,South-West,Agent,Sold,0.3076923076923077,96.0,6.1,5,0,196.13,1,3,15,14,0,2,4,0,1,2,0
872,Maharashtra,Pune,Salt Lake,Apartment,2,783,36.86,4707.54,2019,Fully Furnished,9.0,16,5,6.0,3,3,3,Guard,Gym,North-East,Agent,Available,0.5294117647058824,84.0,3.9,2,1,64.67,1,3,17,11,0,0,2,0,0,2,2
873,Karnataka,Mysore,Whitefield,House,1,567,47.08,8303.35,2004,Unfurnished,16.0,22,20,6.0,6,2,3,Guard,Pool,East,Agent,Available,0.6956521739130435,108.0,4.3999999999999995,3,1,84.46,0,2,14,14,1,2,0,0,0,2,4
874,Tamil Nadu,Coimbatore,Powai,Penthouse,2,1038,46.84,4512.52,1992,Semi-Furnished,18.0,22,32,8.0,2,8,0,Guard,All,West,Builder,Available,0.782608695652174,96.0,6.199999999999999,5,1,90.98,1,5,3,10,2,1,5,1,0,2,0
875,Tamil Nadu,Madurai,Banjara Hills,Apartment,1,308,34.2,11103.9,1998,Unfurnished,18.0,22,26,9.0,2,8,1,,All,West,Agent,Sold,0.782608695652174,106.0,6.5,5,0,67.31,0,5,12,1,0,2,5,0,1,3,0
876,Tamil Nadu,Madurai,Whitefield,Apartment,4,1898,135.05,7115.38,2014,Fully Furnished,11.0,14,10,9.0,0,8,3,CCTV,All,West,Individual,Sold,0.7333333333333333,90.0,5.9,5,0,258.89,1,5,12,14,0,0,5,2,1,0,0
877,Maharashtra,Nagpur,Jubilee Hills,House,3,1430,75.51,5280.42,1996,Semi-Furnished,12.0,15,28,0.0,7,9,3,,All,North-East,Agent,Under Construction,0.75,56.0,5.7,5,0,143.49,1,3,15,7,1,1,2,0,2,3,0
878,Tamil Nadu,Madurai,HSR Layout,House,3,1465,162.5,11092.15,1990,Unfurnished,8.0,16,34,1.0,1,8,2,Guard,Clubhouse,West,Agent,Under Construction,0.47058823529411764,18.0,3.8,2,0,283.83,0,5,12,5,1,2,5,0,2,2,1
879,Rajasthan,Jodhpur,Kondapur,Apartment,1,556,57.91,10415.47,1994,Semi-Furnished,2.0,3,30,1.0,1,5,2,Guard,All,North,Individual,Available,0.5,18.0,2.5999999999999996,5,1,95.84,0,4,9,8,0,1,1,2,0,2,0
880,Telangana,Karimnagar,Jubilee Hills,Villa,4,1916,177.56,9267.22,1998,Fully Furnished,4.0,13,26,1.0,5,8,2,CCTV,All,West,Agent,Under Construction,0.2857142857142857,50.0,5.0,5,0,327.14,1,6,10,7,4,0,5,0,2,0,0
881,Telangana,Warangal,Salt Lake,Villa,3,1084,65.29,6023.06,2020,Semi-Furnished,17.0,22,4,5.0,6,9,0,,All,South-West,Agent,Available,0.7391304347826086,98.0,6.8999999999999995,5,1,130.75,1,6,23,11,4,1,4,0,0,3,0
882,West Bengal,Howrah,Kondapur,Apartment,2,715,33.73,4717.48,2008,Semi-Furnished,23.0,24,16,3.0,7,4,1,Guard,All,North-East,Individual,Available,0.92,86.0,4.6,5,1,61.05,1,7,5,8,0,1,2,2,0,2,0
883,West Bengal,Siliguri,Andheri,Apartment,3,1486,61.56,4142.66,2021,Unfurnished,2.0,7,3,6.0,7,5,3,,All,West,Builder,Sold,0.25,116.0,5.9,5,0,118.01,1,7,19,0,0,2,5,1,1,3,0
884,Karnataka,Hubli,HSR Layout,Apartment,3,1410,71.69,5084.4,2008,Fully Furnished,22.0,30,16,6.0,4,8,3,Guard,All,East,Agent,Available,0.7096774193548387,92.0,6.2,5,1,139.25,1,2,6,5,0,0,0,0,0,2,0
885,West Bengal,Siliguri,Whitefield,House,1,460,36.69,7976.09,2013,Fully Furnished,7.0,11,11,5.0,3,1,0,Gated,Clubhouse,South,Agent,Available,0.5833333333333334,74.0,2.8,2,1,61.27,0,7,19,14,1,0,3,0,0,1,1
886,Karnataka,Bangalore,Satellite,House,3,1697,236.95,13962.88,2018,Semi-Furnished,22.0,27,6,4.0,2,9,0,Gated,All,West,Builder,Under Construction,0.7857142857142857,56.0,5.3999999999999995,5,0,444.35,1,2,1,12,1,1,5,1,2,1,0
887,Rajasthan,Jaipur,Electronic City,Apartment,2,1013,38.91,3841.07,2001,Semi-Furnished,23.0,31,23,1.0,5,7,3,,Clubhouse,South-West,Agent,Available,0.71875,50.0,4.6,2,1,70.43,1,4,8,2,0,1,4,0,0,3,1
888,Rajasthan,Udaipur,Banjara Hills,Apartment,4,1947,214.83,11033.9,1992,Unfurnished,15.0,23,32,7.0,6,3,1,Guard,Gym+Pool,West,Individual,Available,0.625,118.0,5.1,4,1,397.56,1,4,21,1,0,2,5,2,0,2,3
889,Telangana,Warangal,Salt Lake,Apartment,3,1239,47.59,3841.0,2016,Unfurnished,15.0,20,8,4.0,6,5,2,CCTV,Gym+Pool,South-West,Agent,Sold,0.7142857142857143,88.0,5.0,4,0,87.68,1,6,23,11,0,2,4,0,1,0,3
890,Gujarat,Surat,Andheri,Villa,4,1917,225.7,11773.6,2004,Semi-Furnished,20.0,21,20,1.0,7,2,2,Gated,Gym,East,Agent,Sold,0.9090909090909091,66.0,3.2,2,0,383.76,0,1,20,0,4,1,0,0,1,1,2
891,Maharashtra,Pune,Salt Lake,Apartment,4,1678,83.8,4994.04,1994,Fully Furnished,24.0,27,30,3.0,7,7,1,,Gym,North,Builder,Available,0.8571428571428571,86.0,5.800000000000001,2,1,159.94,1,3,17,11,0,0,1,1,0,3,2
892,Gujarat,Vadodara,Satellite,Apartment,5,2356,147.04,6241.09,2000,Unfurnished,5.0,14,24,1.0,3,2,3,,Gym+Pool,West,Individual,Sold,0.3333333333333333,34.0,2.0,4,0,236.81,1,1,22,12,0,2,5,2,1,3,3
893,Telangana,Warangal,Gomti Nagar,Studio,4,1796,115.95,6456.01,1992,Unfurnished,12.0,18,32,4.0,3,5,2,Gated,Gym,South-West,Builder,Under Construction,0.631578947368421,64.0,4.1,2,0,205.26,1,6,23,4,3,2,4,1,2,1,2
894,Karnataka,Bangalore,Thane,Villa,2,679,125.0,18409.43,1996,Semi-Furnished,13.0,19,28,1.0,7,3,0,,Gym,East,Builder,Under Construction,0.65,66.0,3.6000000000000005,2,0,216.39,0,2,1,13,4,1,0,1,2,3,2
895,Karnataka,Bangalore,Powai,Penthouse,2,894,117.04,13091.72,2013,Semi-Furnished,20.0,28,11,9.0,6,9,3,Gated,Gym,South,Individual,Under Construction,0.6896551724137931,138.0,8.1,2,0,246.89,0,2,1,10,2,1,3,2,2,1,2
896,Gujarat,Ahmedabad,Gachibowli,House,4,1410,146.82,10412.77,2011,Unfurnished,7.0,8,13,1.0,1,6,1,Guard,All,South,Agent,Sold,0.7777777777777778,18.0,3.0,5,0,247.4,0,1,0,3,1,2,3,0,1,2,0
897,Karnataka,Bangalore,Thane,Apartment,4,1903,341.32,17935.89,2004,Semi-Furnished,7.0,11,20,1.0,2,5,0,Gated,Gym,South-West,Individual,Available,0.5833333333333334,26.0,2.9,2,1,572.56,0,2,1,13,0,1,4,2,0,1,2
898,Rajasthan,Jaipur,HSR Layout,Apartment,3,1372,69.2,5043.73,2019,Fully Furnished,22.0,29,5,7.0,7,8,1,,All,South,Agent,Available,0.7333333333333333,126.0,7.4,5,1,141.62,1,4,8,5,0,0,3,0,0,3,0
899,Rajasthan,Udaipur,Electronic City,Apartment,4,1950,125.67,6444.62,2020,Fully Furnished,12.0,15,4,1.0,0,8,1,,All,East,Builder,Available,0.75,10.0,3.5,5,1,216.57,1,4,21,2,0,0,0,1,0,3,0
900,Delhi,Rohini,Satellite,Villa,2,897,70.51,7860.65,2002,Unfurnished,6.0,13,22,1.0,5,1,3,CCTV,All,South,Individual,Sold,0.42857142857142855,50.0,2.2,5,0,114.59,0,0,18,12,4,2,3,2,1,0,0
901,Telangana,Karimnagar,Electronic City,Villa,3,1381,61.88,4480.81,2003,Fully Furnished,15.0,19,21,7.0,3,9,0,CCTV,Clubhouse,West,Builder,Available,0.75,94.0,6.6,2,1,122.31,1,6,10,2,4,0,5,1,0,0,1
902,Maharashtra,Pune,Andheri,Apartment,3,1336,150.96,11299.4,1990,Semi-Furnished,14.0,16,34,9.0,6,2,3,Guard,Pool,South,Individual,Under Construction,0.8235294117647058,138.0,5.3,3,0,281.85,1,3,17,0,0,1,3,2,2,2,4
903,Gujarat,Surat,Satellite,Apartment,1,611,71.13,11641.57,2008,Unfurnished,6.0,9,16,4.0,7,4,2,CCTV,All,South-West,Builder,Sold,0.6,96.0,4.9,5,0,130.47,0,1,20,12,0,2,4,1,1,0,0
904,Maharashtra,Pune,Gachibowli,Penthouse,3,1448,134.24,9270.72,2015,Semi-Furnished,11.0,14,9,5.0,5,8,0,Guard,Pool,South-West,Builder,Available,0.7333333333333333,90.0,6.2,3,1,260.74,1,3,17,3,2,1,4,1,0,2,4
905,West Bengal,Siliguri,Salt Lake,Villa,1,300,33.85,11283.33,2018,Fully Furnished,19.0,28,6,9.0,6,2,2,Gated,Pool,North-East,Individual,Sold,0.6551724137931034,138.0,5.3,3,0,63.2,0,7,19,11,4,0,2,2,1,1,4
906,Maharashtra,Nagpur,Satellite,Apartment,1,337,37.23,11047.48,2007,Semi-Furnished,5.0,7,17,0.0,0,5,1,CCTV,Clubhouse,West,Agent,Sold,0.625,0.0,2.0,2,0,59.96,0,3,15,12,0,1,5,0,1,0,1
907,Rajasthan,Udaipur,Powai,Apartment,3,993,99.91,10061.43,2005,Unfurnished,24.0,29,19,6.0,4,1,0,Guard,Clubhouse,East,Builder,Sold,0.8,92.0,3.3999999999999995,2,0,171.41,0,4,21,10,0,2,0,1,1,2,1
908,Telangana,Warangal,Kondapur,Apartment,1,670,72.39,10804.48,2003,Semi-Furnished,8.0,15,21,8.0,5,9,3,CCTV,Clubhouse,North,Builder,Sold,0.5,120.0,7.5,2,0,148.8,0,6,23,8,0,1,1,1,1,0,1
909,Tamil Nadu,Chennai,Koramangala,Apartment,2,986,126.22,12801.22,1994,Unfurnished,24.0,33,30,3.0,6,7,3,Guard,Gym,North,Individual,Available,0.7058823529411765,78.0,5.5,2,1,237.74,0,5,2,9,0,2,1,2,0,2,2
910,Telangana,Warangal,Andheri,Studio,2,877,36.0,4104.9,2002,Semi-Furnished,0.0,7,22,4.0,7,6,3,CCTV,Gym+Pool,South-West,Builder,Available,0.0,96.0,5.700000000000001,4,1,68.41,1,6,23,0,3,1,4,1,0,0,3
911,West Bengal,Kolkata,Satellite,Penthouse,2,782,60.49,7735.29,2001,Unfurnished,15.0,20,23,5.0,0,4,1,Gated,Gym,South,Agent,Available,0.7142857142857143,50.0,3.1,2,1,102.39,1,7,11,12,2,2,3,0,0,1,2
912,Karnataka,Mysore,Salt Lake,House,3,1456,137.79,9463.6,2019,Semi-Furnished,10.0,13,5,1.0,7,3,3,Gated,All,West,Individual,Available,0.7142857142857143,66.0,3.6000000000000005,5,1,238.53,1,2,14,11,1,1,5,2,0,1,0
913,Telangana,Hyderabad,Salt Lake,Apartment,3,1374,192.38,14001.46,1997,Semi-Furnished,21.0,24,27,5.0,4,1,0,,All,North,Agent,Available,0.84,82.0,3.0999999999999996,5,1,325.63,1,6,7,11,0,1,1,0,0,3,0
914,Telangana,Hyderabad,Thane,Apartment,2,850,161.17,18961.18,2019,Unfurnished,18.0,25,5,6.0,7,1,0,Guard,All,West,Builder,Under Construction,0.6923076923076923,116.0,4.3,5,0,287.86,0,6,7,13,0,2,5,1,2,2,0
915,Delhi,Rohini,Electronic City,House,1,374,31.5,8422.46,1998,Unfurnished,14.0,22,26,9.0,6,7,3,Gated,Gym+Pool,West,Agent,Under Construction,0.6086956521739131,138.0,7.3,4,0,64.19,0,0,18,2,1,2,5,0,2,1,3
916,Delhi,New Delhi,Andheri,Apartment,2,979,107.1,10939.73,2013,Unfurnished,5.0,11,11,3.0,0,7,3,CCTV,All,South,Builder,Available,0.4166666666666667,30.0,3.7,5,1,186.23,1,0,16,0,0,2,3,1,0,0,0
917,Delhi,Dwarka,Whitefield,Studio,2,865,87.76,10145.66,2022,Semi-Furnished,20.0,21,2,3.0,4,9,0,,All,South-West,Agent,Sold,0.9090909090909091,62.0,5.7,5,0,166.76,0,0,4,14,3,1,4,0,1,3,0
918,Delhi,New Delhi,Thane,Studio,3,1432,99.55,6951.82,2011,Fully Furnished,24.0,26,13,5.0,4,3,1,,Gym+Pool,West,Agent,Available,0.8888888888888888,82.0,3.9000000000000004,4,1,174.66,1,0,16,13,3,0,5,0,0,3,3
919,Tamil Nadu,Madurai,Kondapur,Studio,5,2338,264.46,11311.38,1994,Fully Furnished,4.0,11,30,3.0,5,9,3,Guard,Clubhouse,West,Agent,Available,0.3333333333333333,70.0,6.0,2,1,509.2,1,5,12,8,3,0,5,0,0,2,1
920,Gujarat,Surat,Indiranagar,Apartment,3,1401,140.58,10034.26,2004,Semi-Furnished,18.0,26,20,8.0,4,5,1,,Gym,North-East,Builder,Under Construction,0.6666666666666666,112.0,5.6000000000000005,2,0,265.96,0,1,20,6,0,1,2,1,2,3,2
921,Rajasthan,Udaipur,Koramangala,Apartment,2,910,73.97,8128.57,2002,Fully Furnished,5.0,14,22,6.0,5,5,1,Gated,Clubhouse,East,Builder,Under Construction,0.3333333333333333,100.0,5.3,2,0,138.1,0,4,21,9,0,0,0,1,2,1,1
922,Telangana,Karimnagar,Jubilee Hills,Penthouse,5,2165,182.51,8430.02,2022,Unfurnished,13.0,14,2,5.0,4,6,2,,All,South,Builder,Available,0.8666666666666667,82.0,5.1000000000000005,5,1,337.75,1,6,10,7,2,2,3,1,0,3,0
923,Telangana,Hyderabad,Whitefield,Apartment,2,792,102.09,12890.15,1994,Unfurnished,16.0,17,30,5.0,2,4,2,Gated,Clubhouse,West,Individual,Under Construction,0.8888888888888888,66.0,3.7,2,0,177.52,0,6,7,14,0,2,5,2,2,1,1
924,Maharashtra,Nagpur,Koramangala,House,2,775,81.94,10572.9,1990,Semi-Furnished,1.0,3,34,1.0,5,4,3,Guard,All,South,Builder,Available,0.25,50.0,3.4000000000000004,5,1,140.58,0,3,15,9,1,1,3,1,0,2,0
925,Maharashtra,Mumbai,Thane,House,3,1445,106.05,7339.1,2022,Unfurnished,8.0,11,2,1.0,6,3,0,Guard,Pool,West,Builder,Under Construction,0.6666666666666666,58.0,3.3,3,0,181.13,1,3,13,13,1,2,5,1,2,2,4
926,Maharashtra,Nagpur,Whitefield,House,3,1393,123.38,8857.14,2010,Unfurnished,18.0,21,14,3.0,7,2,3,CCTV,Gym,East,Agent,Available,0.8181818181818182,86.0,3.8,2,1,215.5,0,3,15,14,1,2,0,0,0,0,2
927,Gujarat,Vadodara,Satellite,Apartment,2,944,35.37,3746.82,1999,Semi-Furnished,8.0,9,25,0.0,0,7,3,Guard,All,North-East,Builder,Available,0.8,0.0,2.8000000000000003,5,1,59.07,1,1,22,12,0,1,2,1,0,2,0
928,Gujarat,Vadodara,Whitefield,Apartment,4,1706,84.22,4936.69,2014,Unfurnished,7.0,15,10,3.0,7,4,1,,Pool,West,Individual,Under Construction,0.4375,86.0,4.6,3,0,152.44,1,1,22,14,0,2,5,2,2,3,4
929,West Bengal,Siliguri,Andheri,Apartment,3,1180,135.17,11455.08,2001,Unfurnished,4.0,11,23,5.0,2,7,0,Gated,Pool,South,Agent,Available,0.3333333333333333,66.0,4.9,3,1,247.94,1,7,19,0,0,2,3,0,0,1,4
930,West Bengal,Siliguri,Whitefield,Villa,3,1344,54.98,4090.77,2006,Fully Furnished,2.0,4,18,5.0,4,6,0,Gated,Pool,South,Individual,Under Construction,0.4,82.0,5.1000000000000005,3,0,101.75,1,7,19,14,4,0,3,2,2,1,4
931,Gujarat,Vadodara,Whitefield,Apartment,2,994,115.13,11582.49,2022,Semi-Furnished,7.0,14,2,0.0,7,2,3,Guard,Pool,North-East,Builder,Available,0.4666666666666667,56.0,2.9000000000000004,3,1,193.13,0,1,22,14,0,1,2,1,0,2,4
932,Gujarat,Vadodara,Banjara Hills,House,5,2066,197.26,9547.92,2014,Fully Furnished,15.0,23,10,7.0,0,5,3,Gated,Pool,South,Individual,Available,0.625,70.0,4.1,3,1,349.19,1,1,22,1,1,0,3,2,0,1,4
933,Maharashtra,Mumbai,Electronic City,House,3,1060,135.48,12781.13,2020,Semi-Furnished,7.0,9,4,1.0,2,3,0,Gated,Gym+Pool,West,Builder,Under Construction,0.7,26.0,2.1,4,0,219.19,0,3,13,2,1,1,5,1,2,1,3
934,Delhi,Rohini,Kondapur,House,4,1582,66.79,4221.87,1994,Unfurnished,14.0,21,30,3.0,7,8,0,Gated,Pool,West,Builder,Available,0.6363636363636364,86.0,6.199999999999999,3,1,129.73,1,0,18,8,1,2,5,1,0,1,4
935,West Bengal,Siliguri,Kondapur,Villa,2,957,39.47,4124.35,2019,Semi-Furnished,10.0,16,5,8.0,0,3,1,,All,North-East,Individual,Available,0.5882352941176471,80.0,3.6,5,1,68.33,1,7,19,8,4,1,2,2,0,3,0
936,Delhi,Dwarka,Satellite,Apartment,2,906,43.83,4837.75,1998,Unfurnished,22.0,27,26,2.0,2,9,0,Gated,Pool,East,Builder,Sold,0.7857142857142857,36.0,4.8,3,0,80.04,1,0,4,12,0,2,0,1,1,1,4
937,Telangana,Warangal,Jubilee Hills,Apartment,2,1009,90.12,8931.62,1998,Unfurnished,14.0,23,26,6.0,1,8,3,Guard,Clubhouse,South-West,Individual,Under Construction,0.5833333333333334,68.0,5.3,2,0,168.26,0,6,23,7,0,2,4,2,2,2,1
938,Tamil Nadu,Madurai,Salt Lake,Apartment,5,2172,256.3,11800.18,2002,Semi-Furnished,8.0,14,22,4.0,4,3,1,Guard,All,North,Agent,Available,0.5333333333333333,72.0,3.6000000000000005,5,1,443.68,1,5,12,11,0,1,1,0,0,2,0
939,Delhi,New Delhi,Electronic City,Studio,2,832,102.56,12326.92,2018,Semi-Furnished,20.0,22,6,1.0,2,2,0,,All,West,Builder,Under Construction,0.8695652173913043,26.0,1.7000000000000002,5,0,162.93,0,0,16,2,3,1,5,1,2,3,0
940,Karnataka,Hubli,Powai,Apartment,2,765,66.87,8741.18,2017,Semi-Furnished,18.0,24,7,9.0,3,3,1,Gated,Gym+Pool,West,Individual,Under Construction,0.72,114.0,4.8,4,0,122.12,0,2,6,10,0,1,5,2,2,1,3
941,Karnataka,Hubli,Whitefield,Apartment,5,2235,180.13,8059.51,1990,Semi-Furnished,20.0,27,34,8.0,0,8,0,Guard,Gym+Pool,South-West,Builder,Under Construction,0.7142857142857143,80.0,5.6,4,0,340.78,1,2,6,14,0,1,4,1,2,2,3
942,Delhi,New Delhi,Whitefield,Apartment,3,1471,180.4,12263.77,2005,Unfurnished,3.0,12,19,8.0,0,5,0,,Pool,West,Builder,Sold,0.23076923076923078,80.0,4.4,3,0,323.64,1,0,16,14,0,2,5,1,1,3,4
943,Karnataka,Bangalore,Koramangala,House,2,1013,145.33,14346.5,1999,Unfurnished,16.0,20,25,2.0,1,1,1,Guard,Pool,South-West,Individual,Sold,0.7619047619047619,28.0,1.3,3,0,226.7,0,2,1,9,1,2,4,2,1,2,4
944,Maharashtra,Mumbai,Salt Lake,Villa,3,1231,168.37,13677.5,1992,Semi-Furnished,15.0,24,32,7.0,6,7,3,CCTV,All,East,Individual,Available,0.6,118.0,6.7,5,1,334.26,1,3,13,11,4,1,0,2,0,0,0
945,West Bengal,Siliguri,Satellite,Apartment,5,2127,88.68,4169.25,2002,Fully Furnished,9.0,17,22,5.0,5,1,3,Guard,Gym+Pool,South,Builder,Available,0.5,90.0,3.4,4,1,152.14,1,7,19,12,0,0,3,1,0,2,3
946,Maharashtra,Nagpur,Gachibowli,Studio,4,2118,121.78,5749.76,1995,Fully Furnished,4.0,7,29,8.0,7,3,1,Gated,Gym,South-West,Builder,Available,0.5,136.0,5.7,2,1,231.41,1,3,15,3,3,0,4,1,0,1,2
947,Karnataka,Hubli,Salt Lake,Penthouse,2,1065,120.78,11340.85,2005,Semi-Furnished,8.0,14,19,0.0,2,6,3,Gated,Pool,North-East,Individual,Under Construction,0.5333333333333333,16.0,3.0000000000000004,3,0,203.52,0,2,6,11,2,1,2,2,2,1,4
948,Karnataka,Hubli,Whitefield,Apartment,2,1054,108.76,10318.79,1992,Fully Furnished,21.0,28,32,2.0,0,2,2,CCTV,Clubhouse,West,Individual,Under Construction,0.7241379310344828,20.0,1.4,2,0,170.43,0,2,6,14,0,0,5,2,2,0,1
949,West Bengal,Howrah,HSR Layout,Apartment,2,911,33.49,3676.18,2013,Semi-Furnished,18.0,21,11,6.0,6,4,1,Gated,Pool,South,Individual,Under Construction,0.8181818181818182,108.0,5.199999999999999,3,0,62.25,1,7,5,5,0,1,3,2,2,1,4
950,Gujarat,Ahmedabad,Satellite,Studio,3,1257,111.58,8876.69,2003,Fully Furnished,16.0,17,21,2.0,5,7,0,Guard,Gym+Pool,North,Individual,Available,0.8888888888888888,60.0,4.9,4,1,204.67,1,1,0,12,3,0,1,2,0,2,3
951,Tamil Nadu,Chennai,Gachibowli,Penthouse,2,1278,104.09,8144.76,2018,Semi-Furnished,2.0,6,6,1.0,2,8,1,Guard,Pool,South,Builder,Available,0.2857142857142857,26.0,4.1,3,1,184.26,1,5,2,3,2,1,3,1,0,2,4
952,Maharashtra,Mumbai,Kondapur,House,3,1405,118.63,8443.42,2012,Fully Furnished,24.0,31,12,1.0,0,1,3,,Pool,West,Builder,Available,0.75,10.0,0.7,3,1,180.03,1,3,13,8,1,0,5,1,0,3,4
953,Gujarat,Ahmedabad,Banjara Hills,Penthouse,2,1136,89.29,7860.04,1991,Semi-Furnished,7.0,16,33,7.0,1,8,2,,All,North-East,Individual,Under Construction,0.4117647058823529,78.0,5.6000000000000005,5,0,168.93,1,1,0,1,2,1,2,2,2,3,0
954,Rajasthan,Jaipur,Jubilee Hills,Apartment,2,745,65.4,8778.52,2020,Fully Furnished,16.0,25,4,5.0,2,3,1,Gated,All,North,Agent,Under Construction,0.6153846153846154,66.0,3.3000000000000003,5,0,111.7,0,4,8,7,0,0,1,0,2,1,0
955,Tamil Nadu,Chennai,Gomti Nagar,Apartment,4,1846,141.17,7647.35,1997,Unfurnished,9.0,18,27,3.0,4,2,2,CCTV,Clubhouse,West,Builder,Available,0.47368421052631576,62.0,2.9,2,1,236.81,1,5,2,4,0,2,5,1,0,0,1
956,Maharashtra,Mumbai,Indiranagar,Apartment,2,981,201.07,20496.43,1996,Semi-Furnished,11.0,20,28,3.0,4,2,3,,All,West,Builder,Sold,0.5238095238095238,62.0,2.9,5,0,337.29,0,3,13,6,0,1,5,1,1,3,0
957,Karnataka,Mysore,Jubilee Hills,Apartment,1,578,53.18,9200.69,1998,Semi-Furnished,21.0,23,26,7.0,1,6,2,,Gym+Pool,West,Agent,Available,0.875,78.0,4.8,4,1,97.12,1,2,14,7,0,1,5,0,0,3,3
958,Tamil Nadu,Chennai,Koramangala,Penthouse,4,1927,250.31,12989.62,1995,Semi-Furnished,1.0,6,29,6.0,5,9,1,Guard,All,South,Builder,Available,0.14285714285714285,100.0,6.9,5,1,501.28,1,5,2,9,2,1,3,1,0,2,0
959,Telangana,Warangal,Satellite,Villa,4,1728,145.02,8392.36,1997,Semi-Furnished,18.0,27,27,1.0,1,9,1,,Gym,South,Builder,Available,0.6428571428571429,18.0,4.2,2,1,257.86,0,6,23,12,4,1,3,1,0,3,2
960,Telangana,Warangal,Jubilee Hills,Apartment,1,385,33.4,8675.32,1991,Unfurnished,2.0,11,33,8.0,1,3,3,CCTV,Pool,North,Agent,Under Construction,0.16666666666666666,88.0,3.9,3,0,58.6,0,6,23,7,0,2,1,0,2,0,4
961,Gujarat,Vadodara,Electronic City,Apartment,1,457,43.43,9503.28,2020,Fully Furnished,12.0,21,4,6.0,3,5,2,CCTV,Gym,South,Builder,Sold,0.5454545454545454,84.0,4.699999999999999,2,0,78.96,0,1,22,2,0,0,3,1,1,0,2
962,Delhi,Rohini,HSR Layout,House,5,2160,155.52,7200.0,2017,Semi-Furnished,3.0,5,7,2.0,4,3,0,,All,North-East,Builder,Sold,0.5,52.0,3.0,5,0,262.06,1,0,18,5,1,1,2,1,1,3,0
963,West Bengal,Kolkata,Indiranagar,Penthouse,2,689,74.54,10818.58,2008,Unfurnished,9.0,10,16,6.0,6,4,0,Gated,Pool,North-East,Builder,Under Construction,0.8181818181818182,108.0,5.199999999999999,3,0,138.55,0,7,11,6,2,2,2,1,2,1,4
964,Gujarat,Vadodara,Salt Lake,Apartment,1,441,24.32,5514.74,1997,Fully Furnished,6.0,8,27,8.0,4,7,3,Guard,All,North,Individual,Available,0.6666666666666666,112.0,6.4,5,1,47.65,1,1,22,11,0,0,1,2,0,2,0
965,West Bengal,Howrah,Powai,House,4,1725,151.12,8760.58,1998,Fully Furnished,21.0,22,26,8.0,0,5,3,,Clubhouse,North,Individual,Sold,0.9130434782608695,80.0,4.4,2,0,271.11,0,7,5,10,1,0,1,2,1,3,1
966,Tamil Nadu,Madurai,HSR Layout,House,4,1807,184.43,10206.42,1992,Unfurnished,23.0,31,32,8.0,7,3,1,CCTV,Clubhouse,West,Individual,Under Construction,0.71875,136.0,5.7,2,0,350.46,0,5,12,5,1,2,5,2,2,0,1
967,West Bengal,Siliguri,Jubilee Hills,Apartment,3,1350,127.29,9428.89,2022,Fully Furnished,12.0,21,2,1.0,2,8,0,Gated,Gym+Pool,West,Builder,Available,0.5454545454545454,26.0,4.1,4,1,225.33,1,7,19,7,0,0,5,1,0,1,3
968,Maharashtra,Nagpur,Salt Lake,House,3,1303,102.52,7868.0,2006,Fully Furnished,1.0,5,18,9.0,1,3,0,Guard,All,South-West,Agent,Available,0.16666666666666666,98.0,4.2,5,1,182.29,1,3,15,11,1,0,4,0,0,2,0
969,Maharashtra,Nagpur,Kondapur,Apartment,3,1275,86.17,6758.43,1999,Semi-Furnished,24.0,26,25,4.0,5,2,3,CCTV,Gym+Pool,North-East,Individual,Available,0.8888888888888888,80.0,3.5,4,1,148.5,1,3,15,8,0,1,2,2,0,0,3
970,Rajasthan,Udaipur,Gachibowli,Villa,2,733,77.79,10612.55,2004,Semi-Furnished,23.0,24,20,8.0,7,4,2,,Gym,East,Agent,Available,0.92,136.0,6.1,2,1,150.44,0,4,21,3,4,1,0,0,0,3,2
971,Delhi,Rohini,Andheri,Penthouse,3,1472,134.93,9166.44,2009,Semi-Furnished,21.0,27,15,6.0,5,5,0,Gated,Gym,South-West,Individual,Available,0.75,100.0,5.3,2,1,251.92,1,0,18,0,2,1,4,2,0,1,2
972,Rajasthan,Jodhpur,Jubilee Hills,Apartment,2,851,46.63,5479.44,1996,Semi-Furnished,21.0,23,28,1.0,1,7,0,,Pool,West,Individual,Under Construction,0.875,18.0,3.4,3,0,80.0,1,4,9,7,0,1,5,2,2,3,4
973,Tamil Nadu,Chennai,Satellite,House,3,1432,73.62,5141.06,1991,Fully Furnished,18.0,19,33,4.0,3,1,1,CCTV,Gym+Pool,South-West,Builder,Available,0.9,64.0,2.5,4,1,121.29,1,5,2,12,1,0,4,1,0,0,3
